gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,0,4,1,4,4,1,0.0,0.02777777777777779,0.8783157894736842,0.18399649122807019,0,Low
Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,926.25,0,0,3,0,2,0,1.0,0.7083333333333333,0.3785263157894737,0.7882052631578946,0,Medium
Female,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,0,1,3,1,2,1,0.3,0.6805555555555556,0.41642105263157897,0.4374508771929824,0,Medium
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,116.6,0,0,5,0,1,1,0.3,0.9166666666666666,0.17347368421052634,0.4596947368421052,0,Medium
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,68.8,0,0,5,0,1,1,0.0,0.9444444444444444,0.16463157894736843,0.316259649122807,0,Low
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,1,4,5,4,4,1,1.0,0.9583333333333334,0.8336842105263158,0.9542368421052632,1,High
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,0,2,3,2,4,0,1.0,0.6805555555555556,0.7873684210526316,0.8616403508771929,0,High
Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,0,4,2,4,2,1,0.3,0.6388888888888888,0.45936842105263154,0.433540350877193,0,Medium
Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,163.6,0,0,4,0,1,1,1.0,0.8888888888888888,0.1688421052631579,0.8004350877192982,0,Medium
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,1,1,2,1,3,0,1.0,0.6388888888888888,0.7069473684210527,0.8330561403508772,1,High
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,0,1,5,1,3,1,1.0,0.9722222222222222,0.6690526315789473,0.9254771929824561,0,High
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,1,6,1,6,4,0,0.0,0.06944444444444442,0.9785263157894737,0.21653859649122806,1,Low
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,1,2,1,2,4,0,0.0,0.01388888888888884,0.7890526315789473,0.16197719298245614,0,Low
Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,0,5,1,5,3,0,0.3,0.18055555555555558,0.6724210526315789,0.3386508771929825,0,Low
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,0,3,2,3,4,1,0.3,0.45833333333333337,0.8421052631578947,0.4559210526315789,0,Medium
Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,397.0,0,0,3,0,1,0,0.0,0.7083333333333333,0.16505263157894737,0.24551052631578946,1,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,1,0,5,0,1,1,1.0,0.9861111111111112,0.16589473684210526,0.8290122807017545,1,High
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1027.25,0,0,2,0,1,1,0.0,0.33333333333333337,0.17010526315789473,0.13402105263157896,0,Low
Female,1,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,0,4,2,4,2,0,0.3,0.5694444444444444,0.4244210526315789,0.4057175438596491,0,Medium
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,0,6,1,6,4,0,0.3,0.11111111111111116,0.9545263157894737,0.3742385964912281,0,Medium
Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,0,1,2,1,3,1,1.0,0.36111111111111116,0.6736842105263158,0.7430701754385965,0,Medium
Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,0,4,1,4,3,0,0.0,0.2777777777777778,0.6816842105263158,0.21967017543859652,0,Low
Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.9,1680.25,0,0,1,0,1,1,0.0,0.06944444444444442,0.20968421052631578,0.06277017543859649,0,Low
Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,0,1,1,1,2,0,1.0,0.06944444444444442,0.4623157894736842,0.6132964912280702,0,Medium
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,1,0,5,0,3,0,1.0,0.9305555555555556,0.6362105263157894,0.9064087719298246,1,High
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,0,5,1,5,4,1,0.0,0.01388888888888884,0.92,0.18816666666666668,0,Low
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,1,1,4,1,3,0,1.0,0.875,0.6538947368421053,0.8932789473684211,1,High
Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,1,3,2,3,4,0,1.0,0.6388888888888888,0.8,0.8516666666666667,1,High
Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,0,6,1,6,4,0,0.3,0.01388888888888884,0.9793684210526316,0.350040350877193,0,Low
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,601.55,0,0,2,0,1,0,1.0,0.5555555555555556,0.16757894736842105,0.7001824561403508,1,Medium
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,0,0,5,0,3,1,1.0,0.9722222222222222,0.5924210526315788,0.9101508771929824,0,High
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1888.25,0,0,1,0,1,1,0.0,0.01388888888888884,0.21557894736842106,0.04728245614035087,1,Low
Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,0,3,1,3,2,0,0.3,0.16666666666666663,0.3743157894736842,0.2748631578947368,0,Low
Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,0,3,1,3,4,1,0.3,0.23611111111111116,0.8433684210526317,0.38950701754385963,0,Medium
Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,1,5,1,5,4,1,0.3,0.25,0.8875789473684211,0.4025157894736842,0,Medium
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,1,3,5,3,4,0,1.0,0.9722222222222222,0.8071578947368421,0.9530982456140351,1,High
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,0,0,5,0,3,0,1.0,0.9166666666666666,0.6218947368421052,0.899378947368421,1,High
Female,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,0,4,2,4,3,1,0.0,0.33333333333333337,0.5903157894736841,0.21806315789473685,0,Low
Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1573.05,0,0,1,0,1,1,0.0,0.125,0.21263157894736842,0.0800263157894737,0,Low
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,1,1,5,1,3,1,1.0,0.9861111111111112,0.6665263157894737,0.9291385964912282,1,High
Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,0,0,4,0,1,1,1.0,0.8333333333333334,0.17726315789473684,0.7854526315789474,0,Medium
Male,1,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,0,0,1,0,1,0,1.0,0.25,0.21010526315789474,0.6170210526315789,0,Medium
Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,0,3,2,3,3,1,0.3,0.5833333333333333,0.5431578947368421,0.43363157894736837,0,Medium
Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,1,0,2,0,1,1,1.0,0.5833333333333333,0.1654736842105263,0.7080947368421052,1,Medium
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,1,1,5,1,3,1,1.0,0.9444444444444444,0.6652631578947369,0.9163859649122807,0,High
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,0,4,2,4,4,0,0.3,0.4444444444444444,0.8922105263157895,0.46177543859649123,0,Medium
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,0,1,4,1,3,0,1.0,0.875,0.6387368421052632,0.8902473684210526,0,High
Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,1,3,3,3,4,0,1.0,0.7638888888888888,0.7734736842105263,0.883861403508772,0,High
Female,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,0,3,1,3,2,1,0.0,0.13888888888888884,0.3671578947368421,0.11509824561403509,0,Low
Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,0,3,2,3,4,0,0.3,0.6111111111111112,0.7684210526315789,0.4870175438596491,1,Medium
Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,0,6,1,6,3,0,0.0,0.02777777777777779,0.7557894736842106,0.15949122807017546,0,Low
Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,0,5,2,5,4,0,0.0,0.36111111111111116,0.8791578947368421,0.2841649122807018,0,Low
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,0,2,3,2,4,0,1.0,0.6805555555555556,0.7591578947368421,0.855998245614035,0,High
Male,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,0,3,2,3,2,1,0.3,0.3472222222222222,0.33936842105263154,0.32204035087719296,0,Low
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,0,5,1,5,4,1,0.0,0.05555555555555558,0.8863157894736842,0.1939298245614035,0,Low
Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,1,4,1,4,4,1,0.3,0.16666666666666663,0.8926315789473684,0.3785263157894737,0,Medium
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,7039.05,0,4,1,4,4,0,0.0,0.06944444444444442,0.8757894736842106,0.19599122807017544,1,Low
Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,0,3,3,3,3,1,1.0,0.8055555555555556,0.5865263157894738,0.8589719298245615,0,High
Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,0,0,1,0,3,0,1.0,0.20833333333333337,0.6256842105263157,0.6876368421052632,0,Medium
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,0,3,1,3,4,0,0.3,0.23611111111111116,0.8496842105263158,0.3907701754385965,0,Medium
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,0,0,5,0,1,0,1.0,0.9861111111111112,0.1705263157894737,0.8299385964912281,0,High
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,1,1,5,1,2,0,1.0,0.9861111111111112,0.4202105263157895,0.8798754385964913,1,High
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,0,3,3,3,4,0,1.0,0.6805555555555556,0.8160000000000001,0.8673666666666666,0,High
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,1,3,3,3,4,1,1.0,0.8194444444444444,0.8450526315789473,0.9148438596491228,1,High
Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,0,4,2,4,4,1,1.0,0.3472222222222222,0.8766315789473684,0.7794929824561403,0,Medium
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,0,0,2,0,1,1,0.3,0.4722222222222222,0.16926315789473687,0.325519298245614,0,Low
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,1,0,2,0,3,0,1.0,0.4722222222222222,0.6311578947368421,0.7678982456140351,1,Medium
Female,1,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,0,1,5,1,2,0,1.0,0.9722222222222222,0.4762105263157895,0.8869087719298245,0,High
Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,1,1,5,1,2,0,1.0,0.9861111111111112,0.4147368421052632,0.878780701754386,1,High
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,0,0,3,0,3,1,1.0,0.7916666666666666,0.5776842105263157,0.8530368421052632,0,High
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,0,0,2,0,3,1,1.0,0.6388888888888888,0.5814736842105263,0.8079614035087719,0,Medium
Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,730.4,0,0,2,0,1,1,0.0,0.5138888888888888,0.16589473684210526,0.1873456140350877,0,Low
Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,0,0,5,0,1,0,1.0,0.9583333333333334,0.1688421052631579,0.8212684210526315,1,Medium
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,1,4,1,4,4,1,1.0,0.3055555555555556,0.8732631578947369,0.7663192982456141,1,Medium
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,0,3,2,3,4,0,1.0,0.41666666666666663,0.7949473684210526,0.7839894736842106,0,Medium
Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.95,568.85,0,2,4,2,2,1,1.0,0.8611111111111112,0.46273684210526317,0.8508807017543859,0,High
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,0,4,1,4,4,1,0.3,0.1527777777777778,0.7890526315789473,0.3536438596491228,0,Low
Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,0,5,1,5,4,1,0.0,0.05555555555555558,0.9284210526315789,0.20235087719298245,0,Low
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,0,4,4,4,4,1,0.3,0.8611111111111112,0.8328421052631579,0.5749017543859649,0,Medium
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,1,3,1,3,3,0,0.3,0.09722222222222221,0.7557894736842106,0.33032456140350874,0,Low
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,0,5,1,5,3,1,0.0,0.0,0.6774736842105263,0.13549473684210528,0,Low
Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,0,2,1,2,3,1,1.0,0.23611111111111116,0.6686315789473685,0.704559649122807,0,Medium
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,1,0,5,0,1,0,1.0,0.9861111111111112,0.17094736842105263,0.8300228070175439,1,High
Female,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,0,3,4,3,3,0,1.0,0.9027777777777778,0.5288421052631579,0.8766017543859649,0,High
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,0,0,5,0,3,0,1.0,0.9722222222222222,0.6307368421052632,0.9178140350877193,0,High
Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,0,1,4,1,3,0,1.0,0.875,0.6303157894736842,0.8885631578947368,0,High
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,788.55,0,0,2,0,1,0,0.0,0.625,0.2176842105263158,0.23103684210526315,1,Low
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,1,3,4,3,4,1,1.0,0.9027777777777778,0.8585263157894737,0.9425385964912281,1,High
Female,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,4378.8,0,4,1,4,3,0,0.0,0.11111111111111116,0.5751578947368421,0.14836491228070178,0,Low
Male,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,0,4,1,4,2,0,0.0,0.02777777777777779,0.40757894736842104,0.08984912280701754,0,Low
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,1,2,5,2,4,1,1.0,0.9722222222222222,0.791578947368421,0.9499824561403508,1,High
Male,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,0,5,1,5,4,1,0.0,0.06944444444444442,0.8846315789473684,0.19775964912280702,0,Low
Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,1,2,2,2,3,1,1.0,0.375,0.752,0.7629,1,Medium
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,553.0,0,0,3,0,1,0,0.0,0.6666666666666667,0.21178947368421053,0.2423578947368421,1,Low
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,96.85,0,0,5,0,1,1,0.0,0.9444444444444444,0.16421052631578947,0.3161754385964912,0,Low
Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,0,3,2,3,4,1,1.0,0.38888888888888884,0.7827368421052632,0.7732140350877194,0,Medium
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,0,0,1,0,1,0,0.0,0.0,0.1743157894736842,0.03486315789473684,1,Low
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,1,1,5,1,3,0,1.0,0.9861111111111112,0.6256842105263157,0.9209701754385966,0,High
Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1240.8,0,0,1,0,1,1,0.0,0.08333333333333337,0.16294736842105265,0.05758947368421054,0,Low
Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,1,3,5,3,2,1,1.0,0.9861111111111112,0.376,0.8710333333333334,0,High
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,1,2,3,2,3,1,1.0,0.8194444444444444,0.7077894736842105,0.8873912280701755,1,High
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,1,1,4,1,3,1,1.0,0.8611111111111112,0.6795789473684211,0.8942491228070175,0,High
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,6578.55,0,4,1,4,4,1,1.0,0.09722222222222221,0.8787368421052631,0.7049140350877193,0,Medium
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,0,5,0,1,1,1.0,0.9861111111111112,0.16463157894736843,0.8287596491228071,0,High
Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,0,5,2,5,3,0,0.3,0.4722222222222222,0.623578947368421,0.41638245614035085,0,Medium
